destination,itinerary,places_covered,hotel_details,cost_per_person,places_to_visit,weather,destination_type
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",11327.5," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ",cool,Mountains
Shimla,3 Nights Shimla,Shimla,"The Oberoi Cecil,5.0",23392.0," Personal Photoshoot In Shimla ,  Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Kufri ,  Indira Bunglow ,  Himalayan Zoo ,  Naldhera ,  Mall Road ,  Scandal Point ,  Shimla Church ,  Gaeity Theatre ,  Townhall ",cool,Mountains
Shimla,3 Nights Shimla,Shimla,"The Oberoi Cecil,4.7",21817.5," Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Kufri ,  Indira Bunglow ,  Himalayan Zoo ,  Naldhera ,  Mall Road ,  Scandal Point ,  Shimla Church ,  Gaeity Theatre ,  Townhall ,  Personal Photoshoot In Shimla ",cool,Mountains
Bangalore,3 Nights Bangalore,Bangalore,"Octave Hotel Double Rd,3.8",10309.5," Lal Bagh Botanical Garden ,  Cubbon Park ,  Vidhana Soudha ,  Ulsoor Lake ",moderate,City
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 2 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ratnawali A Vegetarian Heritage Hotel,4.1,Treehouse Amaara (Pure Vegetarian Resort),4.1,Hotel Royal Palm,3.7",15410.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Rajasthan - Convenience Value Pack - Sedan ,  Albert Hall Museum ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Umaid Bhawan Palace ,  Ranakpur Jain Temples ",hot,City
Goa,3 Nights Goa,Goa,"Windsor Bay,4",6333.5, Bondla Sanctuary - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Goa,2 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",7351.0," Bangalore To Goa Bus Ticket - Mmt ,  Jet Ski And Ringo Ride At Calangute Beach - Mmt ,  Goa To Bangalore By Bus (Departure Between 5 Pm - 9 Pm) ",hot,Beach
Goa,2 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",6674.5, Self Drive Suv For 3 Days From Pune ,hot,Beach
Goa,3 Nights Goa,Goa,"Santana Beach Resort,4.5",6148.0, South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,hot,Beach
Goa,5 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",15605.5, North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,hot,Beach
Udaipur,2 Nights Udaipur,Udaipur,"Le Roi Udaipur,3.7",11798.5," Lake Pichola ,  Jag Mandir Palace ,  Private Sunset Boat Ride At Lake Pichola - Mmt ,  Sajjangarh Palace ",hot,City
Udaipur,2 Nights Udaipur,Udaipur,"Shree Vilas Orchid,By Lake Pichhola,3.7",12755.5," Lake Pichola ,  Jag Mandir Palace ,  High Tea At The Sunset Terrace Of The Fateh Prakash Palace - Mmt ,  Sajjangarh Palace ",hot,City
Goa,2 Nights Goa,Goa,"Acron Waterfront Resort,Member Itc Hotel Group,4.4",10863.0, Crab Catching In Goa (With Refreshments) - Mmt ,hot,Beach
Nainital,4 Nights Nainital,Nainital,"Vikram Vintage Inn,4.1",17249.0," Nainital Zoo ,  Naina Devi Temple ,  Lands End ,  Mall Road ,  Tiffin Top ,  Naini Lake ,  Sattal ,  Bhimtal ,  Mukhteshwar Dham ,  Chauli Ki Jaali ",cool,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Lohagarh Fort Resort,4",14616.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",13484.5, Cooking Lessons By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Amara Vacanza Grand Inn,3.6",8819.0," Goa - Convenience Value Pack - Mmt ,  North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Goa,3 Nights Goa,Goa,"Windsor Bay,4",6086.5," Bangalore To Goa By Bus (Departure Between 5 Pm - 10 Pm) ,  Goa Nightlife Tour (With Transfers) - Mmt ,  Goa To Bangalore By Bus (Departure Between 5 Pm - 9 Pm) ",hot,Beach
Goa,5 Nights Goa,Goa,"The Grand Leoney Resort,4.2",15010.0, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",10449.0, Dolphin Trip ,hot,Beach
Srinagar,2 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",11188.0," Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,2 Nights Goa,Goa,"La Vie Woods (No Stags Allowed),4",9525.0, Scuba Diving And Excursion To Tarkarli Beach (With Transfers) For Guests Staying In South Goa Only - Mmt ,hot,Beach
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 1 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Jaipur Marriott Hotel,4.3,Indana Palace Jodhpur,4.3,Trident Udaipur,4.8",21681.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Albert Hall Museum ,  Mehrangarh Fort ,  Jaswant Thada ,  City Palace ,  Lake Pichola ",hot,City
Goa,2 Nights Goa,Goa,"Nagoa Grande Resort & Spa,3.2",10392.5," Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,  Quad Bike Ride/Atv And Kayaking For Guests Staying In South Goa (With Transfer) - Mmt ",hot,Beach
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",11222.5," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ",cool,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"Swaroop Vilas,3.8",11586.0," Lake Pichola ,  Jag Mandir Palace ,  Private Sunset Boat Ride At Lake Pichola - Mmt ,  Sajjangarh Palace ",hot,City
Udaipur,2 Nights Udaipur,Udaipur,"Swaroop Vilas,3.8",12452.0, Cable Car Ride & Fort Tour Near Lake Pichola (With Lunch & Transfers) - Mmt ,hot,City
Goa,3 Nights Goa,Goa,"Windsor Bay,4",13506.0," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  Mmt - The Crocodile Dundee (Excluding Transfers) ",hot,Beach
Nainital,2 Nights Nainital,Nainital,"Vikram Vintage Inn,4.1",11187.0," Naina Devi Temple ,  Mall Road ,  Naini Lake ,  Nainital Zoo ,  Eco Cave Garden ",cool,Mountains
Srinagar,2 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",8486.0," Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Candolim,4.3",12349.5, Bondla Sanctuary - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Goa,3 Nights Goa,Goa,"Taj Fort Aguada Resort & Spa, Candolim,Goa,4.6",24279.5," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Jodhpur,3 Nights Jodhpur,Jodhpur,"Rohet Garh,4.1",25154.0," Mehrangarh Fort ,  Jaswant Thada ,  Umaid Bhawan Palace ,  Osian ,  Mandore Garden ,  Sardar Market ",hot,City
Goa,2 Nights Goa,Goa,"Acron Waterfront Resort,Member Itc Hotel Group,4.4",14236.0, Crab Catching In Goa (With Refreshments) - Mmt ,hot,Beach
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",5727.0," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Sunrise At A Hilltop (With Transfers) ",cool,Mountains
Goa,2 Nights Goa,Goa,"Hotel Colva Kinara,3.8",7530.5, Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,hot,Beach
Srinagar,4 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",11923.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ,  Avantipur Ruins ",moderate,Mountains
Goa,2 Nights Goa,Goa,"The O Hotel Beach Resort And Spa Goa,3.6",5088.0," Bangalore To Goa Bus Ticket - Mmt ,  Jet Ski And Ringo Ride At Calangute Beach - Mmt ,  Goa To Bangalore By Bus (Departure Between 5 Pm - 9 Pm) ",hot,Beach
Nainital,3 Nights Nainital,Nainital,"Vikram Vintage Inn,4.1",9655.5," Self Drive Sedan For 3 Days From Delhi ,  Kumaoni Lunch By Home Chef Jhanvi Prasad ",cool,Mountains
Goa,3 Nights Goa,Goa,"Taj Holiday Village Resort & Spa,Sinquerim,Goa,4.7",38027.0, Candle Light Dinner And Miramar Beach Visit (With Transfers) - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Amara Vacanza Grand Inn,3.6",8218.5," Goa - Convenience Value Pack - Mmt ,  North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Red Fox Hotel , Mmt Holiday Special,3.8,Shree Ram International,3.7,Hotel Horizon,",16714.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Walking And Food Tasting Tour - Mmt ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Udaipur,2 Nights Udaipur,Udaipur,"The Ananta,4.4",9171.0," Lake Pichola ,  Jag Mandir Palace ,  Convenience Value Pack For Sedan - Mmt ,  Sajjangarh Palace ",hot,City
Manali,4 Nights Manali,Manali,"Snow Valley Resorts,4.4",11991.0," Pandoh Dam ,  Hadimba Temple ,  Tibetan Monastery ,  Vashishth Kund ,  Mall Road ,  Vanvihar ,  Solang Valley ,  Manikaran ",cool,Mountains
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 1 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Jaipur Marriott Hotel,4.3,Indana Palace Jodhpur,4.4,Trident Udaipur,4.8",21568.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Albert Hall Museum ,  Mehrangarh Fort ,  Jaswant Thada ,  City Palace ,  Lake Pichola ",hot,City
Udaipur,2 Nights Udaipur,Udaipur,"Le Roi Udaipur,3.7",11254.0," Lake Pichola ,  Jag Mandir Palace ,  Private Sunset Boat Ride At Lake Pichola - Mmt ,  Sajjangarh Palace ",hot,City
Goa,3 Nights Goa,Goa,"Santana Beach Resort,4.5",7500.5," Ahmedabad To Goa Bus Ticket With Private Transfer To South Goa Hotels - Mmt ,  South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,  Goa To Ahmedabad Bus Ticket With Private Transfer From South Goa Hotels - Mmt ",hot,Beach
Goa,4 Nights Goa,Goa,"The Ocean Park Resort,3.7",31419.5," Goa - Convenience Value Pack - Mmt ,  Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Goa,4 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",13209.0," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Goa,4 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",18214.5," Goa - Convenience Value Pack - Mmt ,  Romantic Experiences For Couples From South Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Le Meridien Jaipur Resort & Spa,4.3",11044.0," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Udaipur,3 Nights Udaipur,Udaipur,"Ramada Udaipur Resort & Spa,4.3",16750.0," Lake Pichola ,  Jag Mandir Palace ,  Dinner At A Lake View Haveli (With Transfers) - Mmt ,  Saheliyon Ki Bari ,  City Palace ",hot,City
Shimla,2 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.8",7441.5," Viceregal Lodge ,  Mall Road ,  Kufri ",cool,Mountains
Goa,3 Nights Goa,Goa,"The Ocean Park Resort,3.7",49347.0, Authentic Goan Meal By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Goa,5 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",16709.5, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Resort De Alturas,3.4",8239.0," Goa - Convenience Value Pack - Mmt ,  Visit To Elephant Village (With Transfers And Lunch) For Guests Staying In North Goa Only - Mmt ",hot,Beach
Goa,2 Nights Goa,Goa,"The O Hotel Beach Resort And Spa Goa,3.6",5211.5," Mumbai To Goa Bus Ticket - Mmt ,  Jet Ski And Ringo Ride At Calangute Beach - Mmt ,  Goa To Mumbai Bus Ticket - Mmt ",hot,Beach
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",21905.0," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Mall Road ",cool,Mountains
Goa,3 Nights Goa,Goa,"W Goa,4.5",25111.5, Romantic Experiences For Couples From South Goa Hotels (With Transfers) ,hot,Beach
Udaipur,2 Nights Udaipur,Udaipur,"Le Roi Udaipur,3.7",9936.5," Lake Pichola ,  Jag Mandir Palace ,  High Tea At The Sunset Terrace Of The Fateh Prakash Palace - Mmt ,  Sajjangarh Palace ",hot,City
Goa,3 Nights Goa,Goa,"The Leela Goa,4.6",21900.5," Romantic Experiences For Couples From South Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Goa,2 Nights Goa,Goa,"Hotel Colva Kinara,3.8",16129.0, Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Windsor Bay,4",11983.0, Bondla Sanctuary - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",10071.5, Mmt - Candid Photographer In Goa ,hot,Beach
Shimla,2 Nights Shimla,Shimla,"The Oberoi Cecil,4.7",11365.0," Bus From Delhi To Shimla ,  Bus From Shimla To Delhi ",cool,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Red Fox Hotel , Mmt Holiday Special,",10406.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Cycle Safari With A Tractor Ride In A Village In Jaipur, Rajasthan - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ,  Dinner At 1135Ad Restaurant In Amer Fort - Mmt ",hot,City
Jaipur,3 Nights Jaipur,Jaipur,"Lemon Tree Premier Jaipur,4.4",8925.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Home Chef - Enjoy A Traditional Rajasthani Meal With A Royal Family - Mmt ",hot,City
Srinagar,2 Nights Srinagar,Srinagar,"Radisson Srinagar,3.9",13179.0," Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",9708.5," Pune To Goa Bus Ticket With Private Transfer To South Goa Hotels - Mmt ,  South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,  Goa To Pune By Bus With South Goa Transfers To/From Hotel (Departure Between 5 Pm - 9 Pm) ",hot,Beach
Goa,2 Nights Goa,Goa,"Novotel Goa Dona Sylvia Resort,4.4",16148.0, Mmt - Wind Surfing - October To May ,hot,Beach
Dharamshala,3 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",6200.0," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ",cool,Mountains
Shimla,4 Nights Shimla,Shimla,"Hotel Baljees Regency,4.2",11619.0," Kufri ,  Mall Road ,  Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Naldhera ,  Mashobra ,  India Gate ,  Lotus Temple ,  Iskcon Temple ",cool,Mountains
Goa,3 Nights Goa,Goa,"Taj Exotica Resort & Spa,Salcete,Goa,4.8",28735.5," Bondla Wildlife Sanctuary Visit For North Goa Hotels (With Transfers) - Mmt ,  Mmt - Candle Light Dinner And Visit To Miramar Beach In Goa ",hot,Beach
Manali,3 Nights Manali,Manali,"Hotel Vintage,4",12684.0," Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Personal Photoshoot In Manali ,  Solang Valley ",cool,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",13711.0," Goa - Convenience Value Pack - Mmt ,  North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Chennai,3 Nights Chennai,Chennai,"Hotel Savera,4.2",10132.5," Marina Beach ,  Fort St. George ,  Kapaleeshwar Temple ",moderate,City
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",17385.0, Scuba Diving And Excursion To Tarkarli Beach (With Transfers) For Guests Staying In North Goa Only - Mmt ,hot,Beach
Bangalore,3 Nights Bangalore,Bangalore,"Ramada Encore,4.4",11674.5," Lal Bagh Botanical Garden ,  Cubbon Park ,  Vidhana Soudha ,  Ulsoor Lake ",moderate,City
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Hotel The Vaikunth,3.9",3888.0," Bus Tickets From Delhi To Dharamshala ,  Bus Tickets From Dharamshala To Delhi ",cool,Mountains
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ramada Jaipur,4.1,Indana Palace Jodhpur,4.3,The Ananta,4.4",20044.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Walking And Food Tasting Tour - Mmt ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",16836.0, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Srinagar,3 Nights Srinagar,Srinagar,"The Pride Inn,4.2",9608.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Windsor Bay,4",7622.0," Mmt - The Crocodile Dundee (Excluding Transfers) ,  North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Shimla,3 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.5",16182.5," Kufri ,  Viceregal Lodge ,  Mall Road ,  Personal Photoshoot In Shimla ",cool,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"Le Roi Udaipur,3.7",11124.0," Day Outing At Krishna Ranch (With Transfers, Horse Riding, Dinner & Bonfire) - Mmt ",hot,City
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 1 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Jaipur Marriott Hotel,4.3,Indana Palace Jodhpur,4.3,Trident Udaipur,4.8",19173.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Albert Hall Museum ,  Mehrangarh Fort ,  Jaswant Thada ,  City Palace ,  Lake Pichola ",hot,City
Udaipur,2 Nights Udaipur,Udaipur,"The Ananta,4.4",5457.0," Lake Pichola ,  Jag Mandir Palace ,  Sajjangarh Palace ",hot,City
Jaipur,3 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",28918.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Motorcycle Tour To Sambhar Lake With Lunch At Fort Sawarda ,  Guided Jeep Safari To Kanota Lake With Lunch - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ",hot,City
Goa,4 Nights Goa,Goa,"Ozran Heights Beach Resort,4.4",16157.5," Goa - Convenience Value Pack - Mmt ,  North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",15075.0, Crab Catching In Goa (With Refreshments) - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Vivanta Goa, Panaji,4.7",14375.0, Couple'S Exclusive In Goa - For North Goa Clients ,hot,Beach
Goa,3 Nights Goa,Goa,"Neelam'S The Grand,3.9",13460.0," Candle Light Dinner And Miramar Beach Visit (With Transfers) - Mmt ,  North Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ",hot,Beach
Jaipur,4 Nights Jaipur,Jaipur,"Radisson Blu Jaipur,4.2",18953.5," Amer Fort ,  City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Albert Hall Museum ,  Bhangarh Fort ",hot,City
Goa,4 Nights Goa,Goa,"Planet Hollywood Beach Resort,4.6",23957.5," Goa - Convenience Value Pack - Mmt ,  Romantic Experiences For Couples From South Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Manali,3 Nights Manali,Manali,"Larisa Resort,4.6",16336.5," Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Personal Photoshoot In Manali ,  Solang Valley ",cool,Mountains
Manali,3 Nights Manali,Manali,"Snow Valley Resorts,4.4",12143.0," Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Personal Photoshoot In Manali ,  Solang Valley ",cool,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",18086.5, Authentic Goan Meal By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"The Leela Goa,4.6",24782.0," Romantic Experiences For Couples From South Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Goa,3 Nights Goa,Goa,"Estrela Do Mar Beach Resort , A Beach Property,4",11471.5, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",20710.0," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Motorcycle Tour To Sambhar Lake With Lunch At Fort Sawarda ,  Guided Jeep Safari To Kanota Lake With Lunch - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ",hot,City
Udaipur,2 Nights Udaipur,Udaipur,"Golden Tulip Hotel Udaipur,3.3",11795.5, Dinner At A Lake View Haveli (With Transfers) - Mmt ,hot,City
Srinagar,2 Nights Srinagar,Srinagar,"The Pride Inn,4.2",8395.0," Dal Lake ,  Gondola Point ",moderate,Mountains
Nainital,2 Nights Nainital,Nainital,"Vikram Vintage Inn,4.1",11311.0," Naina Devi Temple ,  Mall Road ,  Naini Lake ,  Nainital Zoo ,  Eco Cave Garden ",cool,Mountains
Goa,3 Nights Goa,Goa,"Resort Rio,3.9",21031.5," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Chennai,3 Nights Chennai,Chennai,"The Park Chennai,3.8",15500.5," Marina Beach ,  Fort St. George ,  Kapaleeshwar Temple ",moderate,City
Goa,4 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",21674.0," Goa - Convenience Value Pack - Mmt ,  North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Hotel The Vaikunth,3.9",7323.5," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Cricket Stadium ,  Norbulingka Institute ,  Sunrise At A Hilltop (With Transfers) ",cool,Mountains
Dharamshala,3 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",5916.0," Dalai Lama Temple ,  Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Kangra Art Museum ",cool,Mountains
Goa,2 Nights Goa,Goa,"Estrela Do Mar Beach Resort , A Beach Property,4",8171.0, Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,hot,Beach
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ramada Jaipur,4.1,Indana Palace Jodhpur,4.3,The Ananta,4.4",46791.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",10099.0, Self Drive Suv For 4 Days From Mumbai ,hot,Beach
Shimla,3 Nights Shimla,Shimla,"Kyriad Hotel Shimla (A Unit Of Hotel C K Int.),",8629.0," Personal Photoshoot In Shimla ,  Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Kufri ,  Indira Bunglow ,  Himalayan Zoo ,  Naldhera ,  Mall Road ,  Scandal Point ,  Shimla Church ,  Gaeity Theatre ,  Townhall ",cool,Mountains
Goa,3 Nights Goa,Goa,"Neelam'S The Grand,3.9",12455.5, Bondla Sanctuary - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Shimla,4 Nights Shimla,Shimla,"Hotel Baljees Regency,4.5",7189.0," Pinjore Gardens ,  Viceregal Lodge ,  Mall Road ,  Kufri ,  Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Naldhera ,  Mashobra ",cool,Mountains
Goa,3 Nights Goa,Goa,"Windsor Bay,4",5082.0," Bangalore To Goa By Bus (Departure Between 5 Pm - 10 Pm) ,  Goa Nightlife Tour (With Transfers) - Mmt ,  Goa To Bangalore By Bus (Departure Between 5 Pm - 9 Pm) ",hot,Beach
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",19315.5, South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,hot,Beach
Goa,2 Nights Goa,Goa,"Keys Select Ronil Resort,3.7",4286.0," Pune To Goa Bus Ticket - Mmt ,  Jet Ski And Ringo Ride At Calangute Beach - Mmt ,  Goa To Pune Bus Ticket - Mmt ",hot,Beach
Srinagar,3 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",11845.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",14308.0, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
